Interval End,kWh,kVA,PF,kW
Thu 01 Sep 2011 00:30,28.448,57.354,0.99,56.896
Thu 01 Sep 2011 01:00,26.048,52.369,0.99,52.096
Thu 01 Sep 2011 01:30,27.776,55.965,0.99,55.552
Thu 01 Sep 2011 02:00,26.864,54.064,0.99,53.728
Thu 01 Sep 2011 02:30,26.528,53.425,0.99,53.056
Thu 01 Sep 2011 03:00,26.8,53.985,0.99,53.6
Thu 01 Sep 2011 03:30,25.36,51.046,0.99,50.72
Thu 01 Sep 2011 04:00,27.76,55.993,0.99,55.52
Thu 01 Sep 2011 04:30,23.424,47.117,0.99,46.848
Thu 01 Sep 2011 05:00,28.896,58.283,0.99,57.792
Thu 01 Sep 2011 05:30,27.296,54.731,1.00,54.592
Thu 01 Sep 2011 06:00,31.552,63.605,0.99,63.104
Thu 01 Sep 2011 06:30,27.536,55.318,1.00,55.072
Thu 01 Sep 2011 07:00,30.128,60.633,0.99,60.256
Thu 01 Sep 2011 07:30,28.8,57.927,0.99,57.6
Thu 01 Sep 2011 08:00,26.24,52.758,0.99,52.48
Thu 01 Sep 2011 08:30,35.968,73.123,0.98,71.936
Thu 01 Sep 2011 09:00,48.16,97.146,0.99,96.32
Thu 01 Sep 2011 09:30,50.192,102.216,0.98,100.384
Thu 01 Sep 2011 10:00,43.424,87.511,0.99,86.848
Thu 01 Sep 2011 10:30,47.232,96.538,0.98,94.464
Thu 01 Sep 2011 11:00,49.728,101.667,0.98,99.456
Thu 01 Sep 2011 11:30,51.424,103.91,0.99,102.848
Thu 01 Sep 2011 12:00,58.768,119.58,0.98,117.536
Thu 01 Sep 2011 12:30,51.408,103.492,0.99,102.816
Thu 01 Sep 2011 13:00,54.432,110.762,0.98,108.864
Thu 01 Sep 2011 13:30,51.408,104.524,0.98,102.816
Thu 01 Sep 2011 14:00,46.704,93.881,0.99,93.408
Thu 01 Sep 2011 14:30,54.784,113.161,0.97,109.568
Thu 01 Sep 2011 15:00,48.976,99.903,0.98,97.952
Thu 01 Sep 2011 15:30,48.72,98.889,0.99,97.44
Thu 01 Sep 2011 16:00,47.216,95.689,0.99,94.432
Thu 01 Sep 2011 16:30,50.496,102.972,0.98,100.992
Thu 01 Sep 2011 17:00,48.672,98.922,0.98,97.344
Thu 01 Sep 2011 17:30,39.104,78.406,1.00,78.208
Thu 01 Sep 2011 18:00,43.568,87.898,0.99,87.136
Thu 01 Sep 2011 18:30,44.784,90.411,0.99,89.568
Thu 01 Sep 2011 19:00,40.16,80.436,1.00,80.32
Thu 01 Sep 2011 19:30,40.336,81.377,0.99,80.672
Thu 01 Sep 2011 20:00,35.904,71.932,1.00,71.808
Thu 01 Sep 2011 20:30,35.904,72.134,1.00,71.808
Thu 01 Sep 2011 21:00,37.04,74.806,0.99,74.08
Thu 01 Sep 2011 21:30,30.576,61.218,1.00,61.152
Thu 01 Sep 2011 22:00,34.32,69.286,0.99,68.64
Thu 01 Sep 2011 22:30,28.016,56.331,0.99,56.032
Thu 01 Sep 2011 23:00,29.808,60.194,0.99,59.616
Thu 01 Sep 2011 23:30,32.432,65.52,0.99,64.864
Fri 02 Sep 2011 00:00,27.616,55.401,1.00,55.232
Fri 02 Sep 2011 00:30,34.24,68.968,0.99,68.48
Fri 02 Sep 2011 01:00,27.904,56.045,1.00,55.808
Fri 02 Sep 2011 01:30,31.536,63.467,0.99,63.072
Fri 02 Sep 2011 02:00,26.464,53.154,1.00,52.928
Fri 02 Sep 2011 02:30,31.568,63.545,0.99,63.136
Fri 02 Sep 2011 03:00,27.296,54.859,1.00,54.592
Fri 02 Sep 2011 03:30,29.568,59.451,0.99,59.136
Fri 02 Sep 2011 04:00,27.36,55.05,0.99,54.72
Fri 02 Sep 2011 04:30,28.256,56.845,0.99,56.512
Fri 02 Sep 2011 05:00,28.8,57.92,0.99,57.6
Fri 02 Sep 2011 05:30,31.984,64.259,1.00,63.968
Fri 02 Sep 2011 06:00,34.064,68.549,0.99,68.128
Fri 02 Sep 2011 06:30,31.12,62.466,1.00,62.24
Fri 02 Sep 2011 07:00,34.832,70.048,0.99,69.664
Fri 02 Sep 2011 07:30,29.248,58.618,1.00,58.496
Fri 02 Sep 2011 08:00,31.904,64.555,0.99,63.808
Fri 02 Sep 2011 08:30,34.016,68.523,0.99,68.032
Fri 02 Sep 2011 09:00,45.008,92.395,0.97,90.016
Fri 02 Sep 2011 09:30,52.576,108.702,0.97,105.152
Fri 02 Sep 2011 10:00,50.912,104.462,0.97,101.824
Fri 02 Sep 2011 10:30,55.248,115.307,0.96,110.496
Fri 02 Sep 2011 11:00,44.112,89.116,0.99,88.224
Fri 02 Sep 2011 11:30,49.36,101.308,0.97,98.72
Fri 02 Sep 2011 12:00,47.152,95.926,0.98,94.304
Fri 02 Sep 2011 12:30,58.512,121.095,0.97,117.024
Fri 02 Sep 2011 13:00,51.696,105.489,0.98,103.392
Fri 02 Sep 2011 13:30,47.216,96.567,0.98,94.432
Fri 02 Sep 2011 14:00,42.944,87.407,0.98,85.888
Fri 02 Sep 2011 14:30,41.824,84.731,0.99,83.648
Fri 02 Sep 2011 15:00,42.096,85.651,0.98,84.192
Fri 02 Sep 2011 15:30,39.68,80.272,0.99,79.36
Fri 02 Sep 2011 16:00,43.6,88.756,0.98,87.2
Fri 02 Sep 2011 16:30,38.896,78.374,0.99,77.792
Fri 02 Sep 2011 17:00,43.888,89.498,0.98,87.776
Fri 02 Sep 2011 17:30,32.048,64.343,1.00,64.096
Fri 02 Sep 2011 18:00,35.888,73.289,0.98,71.776
Fri 02 Sep 2011 18:30,31.92,64.004,1.00,63.84
Fri 02 Sep 2011 19:00,36.4,73.495,0.99,72.8
Fri 02 Sep 2011 19:30,33.584,67.412,1.00,67.168
Fri 02 Sep 2011 20:00,34.336,69.072,0.99,68.672
Fri 02 Sep 2011 20:30,32.08,64.535,0.99,64.16
Fri 02 Sep 2011 21:00,30.88,61.983,1.00,61.76
Fri 02 Sep 2011 21:30,33.616,68.003,0.99,67.232
Fri 02 Sep 2011 22:00,29.552,59.196,1.00,59.104
Fri 02 Sep 2011 22:30,31.76,64.261,0.99,63.52
Fri 02 Sep 2011 23:00,26.976,54.,1.00,53.952
Fri 02 Sep 2011 23:30,31.072,62.724,0.99,62.144
Sat 03 Sep 2011 00:00,28.032,56.248,1.00,56.064
Sat 03 Sep 2011 00:30,26.544,53.236,1.00,53.088
Sat 03 Sep 2011 01:00,30.32,61.456,0.99,60.64
Sat 03 Sep 2011 01:30,24.352,48.89,1.00,48.704
Sat 03 Sep 2011 02:00,29.488,59.712,0.99,58.976
Sat 03 Sep 2011 02:30,25.44,51.191,0.99,50.88
Sat 03 Sep 2011 03:00,27.968,56.523,0.99,55.936
Sat 03 Sep 2011 03:30,28.624,57.995,0.99,57.248
Sat 03 Sep 2011 04:00,25.056,50.298,1.00,50.112
Sat 03 Sep 2011 04:30,28.576,57.895,0.99,57.152
Sat 03 Sep 2011 05:00,24.08,48.359,1.00,48.16
Sat 03 Sep 2011 05:30,28.672,58.06,0.99,57.344
Sat 03 Sep 2011 06:00,26.032,52.389,0.99,52.064
Sat 03 Sep 2011 06:30,26.96,54.455,0.99,53.92
Sat 03 Sep 2011 07:00,28.576,57.88,0.99,57.152
Sat 03 Sep 2011 07:30,24.048,48.29,1.00,48.096
Sat 03 Sep 2011 08:00,27.568,55.809,0.99,55.136
Sat 03 Sep 2011 08:30,22.8,45.672,1.00,45.6
Sat 03 Sep 2011 09:00,27.216,55.124,0.99,54.432
Sat 03 Sep 2011 09:30,29.056,58.838,0.99,58.112
Sat 03 Sep 2011 10:00,24.384,48.875,1.00,48.768
Sat 03 Sep 2011 10:30,28.48,57.747,0.99,56.96
Sat 03 Sep 2011 11:00,25.008,50.183,1.00,50.016
Sat 03 Sep 2011 11:30,29.616,59.863,0.99,59.232
Sat 03 Sep 2011 12:00,31.44,63.864,0.98,62.88
Sat 03 Sep 2011 12:30,30.096,61.004,0.99,60.192
Sat 03 Sep 2011 13:00,26.528,53.248,1.00,53.056
Sat 03 Sep 2011 13:30,30.544,61.999,0.99,61.088
Sat 03 Sep 2011 14:00,31.072,63.019,0.99,62.144
Sat 03 Sep 2011 14:30,27.296,54.738,1.00,54.592
Sat 03 Sep 2011 15:00,30.208,60.799,0.99,60.416
Sat 03 Sep 2011 15:30,31.152,62.922,0.99,62.304
Sat 03 Sep 2011 16:00,31.184,63.031,0.99,62.368
Sat 03 Sep 2011 16:30,26.56,53.226,1.00,53.12
Sat 03 Sep 2011 17:00,32.064,65.018,0.99,64.128
Sat 03 Sep 2011 17:30,30.448,61.673,0.99,60.896
Sat 03 Sep 2011 18:00,26.8,53.8,1.00,53.6
Sat 03 Sep 2011 18:30,32.912,66.671,0.99,65.824
Sat 03 Sep 2011 19:00,30.864,62.15,0.99,61.728
Sat 03 Sep 2011 19:30,32.176,64.563,1.00,64.352
Sat 03 Sep 2011 20:00,31.936,64.158,1.00,63.872
Sat 03 Sep 2011 20:30,32.112,64.533,1.00,64.224
Sat 03 Sep 2011 21:00,30.256,60.771,1.00,60.512
Sat 03 Sep 2011 21:30,27.616,55.374,1.00,55.232
Sat 03 Sep 2011 22:00,27.168,54.465,1.00,54.336
Sat 03 Sep 2011 22:30,27.616,55.28,1.00,55.232
Sat 03 Sep 2011 23:00,28.112,56.25,1.00,56.224
Sat 03 Sep 2011 23:30,27.312,54.65,1.00,54.624
Sun 04 Sep 2011 00:00,25.44,50.934,1.00,50.88
Sun 04 Sep 2011 00:30,25.712,51.514,1.00,51.424
Sun 04 Sep 2011 01:00,24.656,49.402,1.00,49.312
Sun 04 Sep 2011 01:30,24.832,49.751,1.00,49.664
Sun 04 Sep 2011 02:00,24.784,49.669,1.00,49.568
Sun 04 Sep 2011 02:30,25.632,51.35,1.00,51.264
Sun 04 Sep 2011 03:00,25.024,50.117,1.00,50.048
Sun 04 Sep 2011 03:30,24.976,50.041,1.00,49.952
Sun 04 Sep 2011 04:00,25.104,50.291,1.00,50.208
Sun 04 Sep 2011 04:30,26.128,52.328,1.00,52.256
Sun 04 Sep 2011 05:00,24.576,49.273,1.00,49.152
Sun 04 Sep 2011 05:30,24.608,49.346,1.00,49.216
Sun 04 Sep 2011 06:00,24.4,48.948,1.00,48.8
Sun 04 Sep 2011 06:30,24.8,49.736,1.00,49.6
Sun 04 Sep 2011 07:00,24.576,49.29,1.00,49.152
Sun 04 Sep 2011 07:30,23.488,47.157,1.00,46.976
Sun 04 Sep 2011 08:00,23.2,46.607,1.00,46.4
Sun 04 Sep 2011 08:30,21.728,43.772,0.99,43.456
Sun 04 Sep 2011 09:00,22.32,44.936,0.99,44.64
Sun 04 Sep 2011 09:30,23.328,46.877,1.00,46.656
Sun 04 Sep 2011 10:00,23.152,46.517,1.00,46.304
Sun 04 Sep 2011 10:30,23.712,47.579,1.00,47.424
Sun 04 Sep 2011 11:00,23.072,46.301,1.00,46.144
Sun 04 Sep 2011 11:30,23.696,47.532,1.00,47.392
Sun 04 Sep 2011 12:00,24.336,48.801,1.00,48.672
Sun 04 Sep 2011 12:30,24.384,48.89,1.00,48.768
Sun 04 Sep 2011 13:00,24.064,48.199,1.00,48.128
Sun 04 Sep 2011 13:30,24.192,48.433,1.00,48.384
Sun 04 Sep 2011 14:00,24.032,48.113,1.00,48.064
Sun 04 Sep 2011 14:30,24.688,49.466,1.00,49.376
Sun 04 Sep 2011 15:00,25.984,52.041,1.00,51.968
Sun 04 Sep 2011 15:30,25.68,51.425,1.00,51.36
Sun 04 Sep 2011 16:00,26.784,53.629,1.00,53.568
Sun 04 Sep 2011 16:30,25.76,51.582,1.00,51.52
Sun 04 Sep 2011 17:00,26.144,52.326,1.00,52.288
Sun 04 Sep 2011 17:30,26.016,52.076,1.00,52.032
Sun 04 Sep 2011 18:00,26.752,53.536,1.00,53.504
Sun 04 Sep 2011 18:30,30.192,60.424,1.00,60.384
Sun 04 Sep 2011 19:00,30.704,61.449,1.00,61.408
Sun 04 Sep 2011 19:30,28.496,57.034,1.00,56.992
Sun 04 Sep 2011 20:00,26.96,53.989,1.00,53.92
Sun 04 Sep 2011 20:30,28.928,57.928,1.00,57.856
Sun 04 Sep 2011 21:00,27.344,54.711,1.00,54.688
Sun 04 Sep 2011 21:30,25.392,50.908,1.00,50.784
Sun 04 Sep 2011 22:00,25.616,51.344,1.00,51.232
Sun 04 Sep 2011 22:30,26.784,53.647,1.00,53.568
Sun 04 Sep 2011 23:00,26.848,53.787,1.00,53.696
Sun 04 Sep 2011 23:30,28.416,56.9,1.00,56.832
Mon 05 Sep 2011 00:00,26.464,53.023,1.00,52.928
Mon 05 Sep 2011 00:30,27.232,54.572,1.00,54.464
Mon 05 Sep 2011 01:00,26.256,52.611,1.00,52.512
Mon 05 Sep 2011 01:30,25.168,50.48,1.00,50.336
Mon 05 Sep 2011 02:00,25.36,50.858,1.00,50.72
Mon 05 Sep 2011 02:30,25.184,50.502,1.00,50.368
Mon 05 Sep 2011 03:00,24.992,50.149,1.00,49.984
Mon 05 Sep 2011 03:30,25.232,50.605,1.00,50.464
Mon 05 Sep 2011 04:00,25.504,51.143,1.00,51.008
Mon 05 Sep 2011 04:30,25.008,50.163,1.00,50.016
Mon 05 Sep 2011 05:00,25.088,50.323,1.00,50.176
Mon 05 Sep 2011 05:30,28.944,57.947,1.00,57.888
Mon 05 Sep 2011 06:00,29.168,58.415,1.00,58.336
Mon 05 Sep 2011 06:30,28.88,57.852,1.00,57.76
Mon 05 Sep 2011 07:00,28.496,57.08,1.00,56.992
Mon 05 Sep 2011 07:30,27.744,55.563,1.00,55.488
Mon 05 Sep 2011 08:00,26.384,52.854,1.00,52.768
Mon 05 Sep 2011 08:30,29.072,58.212,1.00,58.144
Mon 05 Sep 2011 09:00,35.968,72.111,1.00,71.936
Mon 05 Sep 2011 09:30,41.696,83.711,1.00,83.392
Mon 05 Sep 2011 10:00,42.688,85.744,1.00,85.376
Mon 05 Sep 2011 10:30,43.84,88.15,0.99,87.68
Mon 05 Sep 2011 11:00,46.08,92.57,1.00,92.16
Mon 05 Sep 2011 11:30,45.264,91.146,0.99,90.528
Mon 05 Sep 2011 12:00,43.408,87.535,0.99,86.816
Mon 05 Sep 2011 12:30,42.736,86.079,0.99,85.472
Mon 05 Sep 2011 13:00,43.552,87.761,0.99,87.104
Mon 05 Sep 2011 13:30,40.432,81.455,0.99,80.864
Mon 05 Sep 2011 14:00,40.592,81.953,0.99,81.184
Mon 05 Sep 2011 14:30,42.752,86.281,0.99,85.504
Mon 05 Sep 2011 15:00,43.904,88.594,0.99,87.808
Mon 05 Sep 2011 15:30,42.496,85.694,0.99,84.992
Mon 05 Sep 2011 16:00,42.56,85.866,0.99,85.12
Mon 05 Sep 2011 16:30,44.928,90.539,0.99,89.856
Mon 05 Sep 2011 17:00,42.48,85.61,0.99,84.96
Mon 05 Sep 2011 17:30,38.944,78.416,0.99,77.888
Mon 05 Sep 2011 18:00,37.44,75.296,0.99,74.88
Mon 05 Sep 2011 18:30,35.696,71.597,1.00,71.392
Mon 05 Sep 2011 19:00,35.968,72.154,1.00,71.936
Mon 05 Sep 2011 19:30,32.768,65.751,1.00,65.536
Mon 05 Sep 2011 20:00,33.568,67.269,1.00,67.136
Mon 05 Sep 2011 20:30,33.472,67.079,1.00,66.944
Mon 05 Sep 2011 21:00,33.856,67.83,1.00,67.712
Mon 05 Sep 2011 21:30,30.768,61.593,1.00,61.536
Mon 05 Sep 2011 22:00,30.592,61.227,1.00,61.184
Mon 05 Sep 2011 22:30,31.616,63.281,1.00,63.232
Mon 05 Sep 2011 23:00,29.744,59.552,1.00,59.488
Mon 05 Sep 2011 23:30,29.008,58.086,1.00,58.016
Tue 06 Sep 2011 00:00,29.168,58.473,1.00,58.336
Tue 06 Sep 2011 00:30,28.784,57.65,1.00,57.568
Tue 06 Sep 2011 01:00,28.224,56.532,1.00,56.448
Tue 06 Sep 2011 01:30,27.632,55.344,1.00,55.264
Tue 06 Sep 2011 02:00,27.76,55.576,1.00,55.52
Tue 06 Sep 2011 02:30,27.792,55.659,1.00,55.584
Tue 06 Sep 2011 03:00,26.912,53.899,1.00,53.824
Tue 06 Sep 2011 03:30,27.44,54.957,1.00,54.88
Tue 06 Sep 2011 04:00,26.592,53.275,1.00,53.184
Tue 06 Sep 2011 04:30,26.56,53.195,1.00,53.12
Tue 06 Sep 2011 05:00,26.496,53.077,1.00,52.992
Tue 06 Sep 2011 05:30,29.696,59.46,1.00,59.392
Tue 06 Sep 2011 06:00,29.584,59.26,1.00,59.168
Tue 06 Sep 2011 06:30,30.304,60.703,1.00,60.608
Tue 06 Sep 2011 07:00,29.152,58.383,1.00,58.304
Tue 06 Sep 2011 07:30,28.,56.06,1.00,56.
Tue 06 Sep 2011 08:00,30.464,61.079,1.00,60.928
Tue 06 Sep 2011 08:30,37.632,75.747,0.99,75.264
Tue 06 Sep 2011 09:00,46.928,95.342,0.98,93.856
Tue 06 Sep 2011 09:30,45.664,91.712,1.00,91.328
Tue 06 Sep 2011 10:00,49.456,100.644,0.98,98.912
Tue 06 Sep 2011 10:30,48.56,97.96,0.99,97.12
Tue 06 Sep 2011 11:00,49.504,99.683,0.99,99.008
Tue 06 Sep 2011 11:30,50.144,100.981,0.99,100.288
Tue 06 Sep 2011 12:00,47.264,95.533,0.99,94.528
Tue 06 Sep 2011 12:30,45.936,92.759,0.99,91.872
Tue 06 Sep 2011 13:00,46.08,93.053,0.99,92.16
Tue 06 Sep 2011 13:30,45.328,91.656,0.99,90.656
Tue 06 Sep 2011 14:00,45.2,91.427,0.99,90.4
Tue 06 Sep 2011 14:30,44.912,90.768,0.99,89.824
Tue 06 Sep 2011 15:00,46.208,93.217,0.99,92.416
Tue 06 Sep 2011 15:30,48.368,98.195,0.99,96.736
Tue 06 Sep 2011 16:00,43.568,88.076,0.99,87.136
Tue 06 Sep 2011 16:30,45.776,93.302,0.98,91.552
Tue 06 Sep 2011 17:00,40.272,81.642,0.99,80.544
Tue 06 Sep 2011 17:30,38.032,76.82,0.99,76.064
Tue 06 Sep 2011 18:00,34.368,69.15,0.99,68.736
Tue 06 Sep 2011 18:30,34.208,68.712,1.00,68.416
Tue 06 Sep 2011 19:00,35.68,71.597,1.00,71.36
Tue 06 Sep 2011 19:30,34.704,69.66,1.00,69.408
Tue 06 Sep 2011 20:00,34.384,68.963,1.00,68.768
Tue 06 Sep 2011 20:30,33.824,67.837,1.00,67.648
Tue 06 Sep 2011 21:00,31.84,63.734,1.00,63.68
Tue 06 Sep 2011 21:30,30.288,60.611,1.00,60.576
Tue 06 Sep 2011 22:00,30.272,60.585,1.00,60.544
Tue 06 Sep 2011 22:30,29.328,58.699,1.00,58.656
Tue 06 Sep 2011 23:00,30.176,60.418,1.00,60.352
Tue 06 Sep 2011 23:30,29.552,59.158,1.00,59.104
Wed 07 Sep 2011 00:00,28.704,57.524,1.00,57.408
Wed 07 Sep 2011 00:30,29.808,59.722,1.00,59.616
Wed 07 Sep 2011 01:00,28.096,56.281,1.00,56.192
Wed 07 Sep 2011 01:30,27.904,55.865,1.00,55.808
Wed 07 Sep 2011 02:00,27.696,55.422,1.00,55.392
Wed 07 Sep 2011 02:30,26.464,53.01,1.00,52.928
Wed 07 Sep 2011 03:00,26.096,52.288,1.00,52.192
Wed 07 Sep 2011 03:30,26.08,52.254,1.00,52.16
Wed 07 Sep 2011 04:00,25.168,50.428,1.00,50.336
Wed 07 Sep 2011 04:30,25.072,50.254,1.00,50.144
Wed 07 Sep 2011 05:00,25.088,50.274,1.00,50.176
Wed 07 Sep 2011 05:30,28.24,56.535,1.00,56.48
Wed 07 Sep 2011 06:00,28.32,56.702,1.00,56.64
Wed 07 Sep 2011 06:30,27.36,54.797,1.00,54.72
Wed 07 Sep 2011 07:00,27.232,54.537,1.00,54.464
Wed 07 Sep 2011 07:30,27.504,55.055,1.00,55.008
Wed 07 Sep 2011 08:00,28.512,57.155,1.00,57.024
Wed 07 Sep 2011 08:30,32.064,64.335,1.00,64.128
Wed 07 Sep 2011 09:00,44.72,91.812,0.97,89.44
Wed 07 Sep 2011 09:30,42.944,86.745,0.99,85.888
Wed 07 Sep 2011 10:00,42.,84.58,0.99,84.
Wed 07 Sep 2011 10:30,47.52,95.59,0.99,95.04
Wed 07 Sep 2011 11:00,46.672,93.907,0.99,93.344
Wed 07 Sep 2011 11:30,44.784,90.638,0.99,89.568
Wed 07 Sep 2011 12:00,45.696,92.601,0.99,91.392
Wed 07 Sep 2011 12:30,43.248,87.708,0.99,86.496
Wed 07 Sep 2011 13:00,42.32,85.851,0.99,84.64
Wed 07 Sep 2011 13:30,45.44,91.864,0.99,90.88
Wed 07 Sep 2011 14:00,43.424,87.805,0.99,86.848
Wed 07 Sep 2011 14:30,47.28,95.457,0.99,94.56
Wed 07 Sep 2011 15:00,50.432,101.891,0.99,100.864
Wed 07 Sep 2011 15:30,47.312,95.633,0.99,94.624
Wed 07 Sep 2011 16:00,43.952,88.785,0.99,87.904
Wed 07 Sep 2011 16:30,43.552,88.039,0.99,87.104
Wed 07 Sep 2011 17:00,41.008,82.913,0.99,82.016
Wed 07 Sep 2011 17:30,36.992,74.672,0.99,73.984
Wed 07 Sep 2011 18:00,33.568,67.45,1.00,67.136
Wed 07 Sep 2011 18:30,32.896,66.084,1.00,65.792
Wed 07 Sep 2011 19:00,34.096,68.477,1.00,68.192
Wed 07 Sep 2011 19:30,33.232,66.697,1.00,66.464
Wed 07 Sep 2011 20:00,34.688,69.656,1.00,69.376
Wed 07 Sep 2011 20:30,34.8,69.93,1.00,69.6
Wed 07 Sep 2011 21:00,34.368,69.112,0.99,68.736
Wed 07 Sep 2011 21:30,32.688,65.504,1.00,65.376
Wed 07 Sep 2011 22:00,32.704,65.506,1.00,65.408
Wed 07 Sep 2011 22:30,31.664,63.398,1.00,63.328
Wed 07 Sep 2011 23:00,30.16,60.397,1.00,60.32
Wed 07 Sep 2011 23:30,29.84,59.762,1.00,59.68
Thu 08 Sep 2011 00:00,29.28,58.636,1.00,58.56
Thu 08 Sep 2011 00:30,29.024,58.138,1.00,58.048
Thu 08 Sep 2011 01:00,27.648,55.383,1.00,55.296
Thu 08 Sep 2011 01:30,27.808,55.699,1.00,55.616
Thu 08 Sep 2011 02:00,27.616,55.325,1.00,55.232
Thu 08 Sep 2011 02:30,28.24,56.572,1.00,56.48
Thu 08 Sep 2011 03:00,26.848,53.75,1.00,53.696
Thu 08 Sep 2011 03:30,27.184,54.436,1.00,54.368
Thu 08 Sep 2011 04:00,27.184,54.457,1.00,54.368
Thu 08 Sep 2011 04:30,28.096,56.285,1.00,56.192
Thu 08 Sep 2011 05:00,27.232,54.593,1.00,54.464
Thu 08 Sep 2011 05:30,28.4,56.917,1.00,56.8
Thu 08 Sep 2011 06:00,28.144,56.386,1.00,56.288
Thu 08 Sep 2011 06:30,28.32,56.716,1.00,56.64
Thu 08 Sep 2011 07:00,28.16,56.405,1.00,56.32
Thu 08 Sep 2011 07:30,27.536,55.138,1.00,55.072
Thu 08 Sep 2011 08:00,25.744,51.538,1.00,51.488
Thu 08 Sep 2011 08:30,30.08,60.454,1.00,60.16
Thu 08 Sep 2011 09:00,42.512,87.396,0.97,85.024
Thu 08 Sep 2011 09:30,44.112,89.557,0.99,88.224
Thu 08 Sep 2011 10:00,42.496,85.532,0.99,84.992
Thu 08 Sep 2011 10:30,43.184,86.984,0.99,86.368
Thu 08 Sep 2011 11:00,45.104,91.276,0.99,90.208
Thu 08 Sep 2011 11:30,46.032,93.379,0.99,92.064
Thu 08 Sep 2011 12:00,45.312,91.927,0.99,90.624
Thu 08 Sep 2011 12:30,42.368,85.524,0.99,84.736
Thu 08 Sep 2011 13:00,43.424,87.717,0.99,86.848
Thu 08 Sep 2011 13:30,44.928,90.777,0.99,89.856
Thu 08 Sep 2011 14:00,43.44,87.86,0.99,86.88
Thu 08 Sep 2011 14:30,46.448,93.919,0.99,92.896
Thu 08 Sep 2011 15:00,45.776,92.576,0.99,91.552
Thu 08 Sep 2011 15:30,45.088,91.385,0.99,90.176
Thu 08 Sep 2011 16:00,50.864,104.462,0.97,101.728
Thu 08 Sep 2011 16:30,57.84,121.539,0.95,115.68
Thu 08 Sep 2011 17:00,46.064,93.985,0.98,92.128
Thu 08 Sep 2011 17:30,38.768,78.318,0.99,77.536
Thu 08 Sep 2011 18:00,42.048,85.331,0.99,84.096
Thu 08 Sep 2011 18:30,42.592,86.298,0.99,85.184
Thu 08 Sep 2011 19:00,35.472,71.262,1.00,70.944
Thu 08 Sep 2011 19:30,37.456,75.812,0.99,74.912
Thu 08 Sep 2011 20:00,37.744,76.603,0.99,75.488
Thu 08 Sep 2011 20:30,34.368,69.189,0.99,68.736
Thu 08 Sep 2011 21:00,32.592,65.584,0.99,65.184
Thu 08 Sep 2011 21:30,34.288,69.36,0.99,68.576
Thu 08 Sep 2011 22:00,31.248,62.92,0.99,62.496
Thu 08 Sep 2011 22:30,29.376,59.165,0.99,58.752
Thu 08 Sep 2011 23:00,32.976,66.984,0.98,65.952
Thu 08 Sep 2011 23:30,28.672,57.526,1.00,57.344
Fri 09 Sep 2011 00:00,32.064,65.104,0.99,64.128
Fri 09 Sep 2011 00:30,34.048,68.92,0.99,68.096
Fri 09 Sep 2011 01:00,27.92,56.117,1.00,55.84
Fri 09 Sep 2011 01:30,32.464,65.639,0.99,64.928
Fri 09 Sep 2011 02:00,27.424,55.055,1.00,54.848
Fri 09 Sep 2011 02:30,31.52,63.621,0.99,63.04
Fri 09 Sep 2011 03:00,28.,56.286,0.99,56.
Fri 09 Sep 2011 03:30,28.672,57.729,0.99,57.344
Fri 09 Sep 2011 04:00,29.312,59.038,0.99,58.624
Fri 09 Sep 2011 04:30,25.344,51.014,0.99,50.688
Fri 09 Sep 2011 05:00,28.576,57.645,0.99,57.152
Fri 09 Sep 2011 05:30,26.832,53.867,1.00,53.664
Fri 09 Sep 2011 06:00,31.92,64.274,0.99,63.84
Fri 09 Sep 2011 06:30,29.312,58.962,0.99,58.624
Fri 09 Sep 2011 07:00,30.176,60.761,0.99,60.352
Fri 09 Sep 2011 07:30,28.8,58.021,0.99,57.6
Fri 09 Sep 2011 08:00,29.776,60.074,0.99,59.552
Fri 09 Sep 2011 08:30,38.992,80.468,0.97,77.984
Fri 09 Sep 2011 09:00,40.08,81.404,0.98,80.16
Fri 09 Sep 2011 09:30,51.632,108.175,0.95,103.264
Fri 09 Sep 2011 10:00,46.096,93.991,0.98,92.192
Fri 09 Sep 2011 10:30,50.224,102.936,0.98,100.448
Fri 09 Sep 2011 11:00,44.448,89.694,0.99,88.896
Fri 09 Sep 2011 11:30,44.896,90.704,0.99,89.792
Fri 09 Sep 2011 12:00,43.824,88.564,0.99,87.648
Fri 09 Sep 2011 12:30,44.24,89.294,0.99,88.48
Fri 09 Sep 2011 13:00,42.848,86.568,0.99,85.696
Fri 09 Sep 2011 13:30,43.808,88.565,0.99,87.616
Fri 09 Sep 2011 14:00,41.68,84.284,0.99,83.36
Fri 09 Sep 2011 14:30,43.184,87.307,0.99,86.368
Fri 09 Sep 2011 15:00,42.656,86.117,0.99,85.312
Fri 09 Sep 2011 15:30,41.28,83.414,0.99,82.56
Fri 09 Sep 2011 16:00,39.712,79.879,0.99,79.424
Fri 09 Sep 2011 16:30,36.384,73.169,0.99,72.768
Fri 09 Sep 2011 17:00,35.728,71.765,1.00,71.456
Fri 09 Sep 2011 17:30,32.352,64.798,1.00,64.704
Fri 09 Sep 2011 18:00,29.536,59.114,1.00,59.072
Fri 09 Sep 2011 18:30,30.72,61.503,1.00,61.44
Fri 09 Sep 2011 19:00,32.272,64.6,1.00,64.544
Fri 09 Sep 2011 19:30,31.312,62.664,1.00,62.624
